Shipsure Account Description,Level,Shipsure Account Number,Account Type,HFM Account Number,HFM Account Description,,,,
Leisure COS Manning Fees Chi,4,7580004,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Manning Fees Ind,4,7580005,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Manning Fees Phil,4,7580006,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Manning Fees Pol,4,7580007,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Manning Fees Rom,4,7580008,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Manning Fees Ukr,4,7580009,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Mann & Mobil Fees,4,7580010,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Manning Fees Cro,4,7580013,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Manning Fees Ita,4,7580014,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Manning Fees Mya,4,7580015,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Manning Fees Ban,4,7580016,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Manning Fees Eur,4,7580017,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Manning Fees Ame,4,7580018,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Manning Fees Ins,4,7580019,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Communications,4,7580020,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Working Clothes,4,7580030,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Working Clothes,4,7580040,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Medical D & A,4,7580050,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Local Travel,4,7580060,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Visa,4,7580070,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS FS Endorsements,4,7580080,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Seafarer Social,4,7580090,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS IMTS Contributions,4,7580100,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Manning Fees Asi,4,7580111,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Manning Fees Afr,4,7580112,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Manning Fees Por,4,7580113,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Manning Fees Nep,4,7580114,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Bank Charges,4,7580120,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Union Fees,4,7580130,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Other Costs,4,7580140,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Air Fares,4,7580150,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Pri Med Insur.,4,7580160,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Service Tax,4,7580170,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Leisure COS Crew Wages,4,7580180,Income Statement,IS201060,Leisure Recruitment Costs,,,,
Lump sum profit,4,7999999,Income Statement,IS113150,Project Revenues - Lump sum ,,,,
Ships to Reinvoice - USD,3,11000101,N/A,Do Not Use,0,,,,
Ships to Reinvoice - CHF,3,11000102,N/A,Do Not Use,0,,,,
Ships to Reinvoice - GBP,3,11000103,N/A,Do Not Use,0,,,,
Ships to Reinvoice - AED,3,11000108,N/A,Do Not Use,0,,,,
Ships to Reinvoice - EUR,3,11000124,N/A,Do Not Use,0,,,,
Ships to Reinvoice - CAD,3,11000125,N/A,Do Not Use,0,,,,
Ships To Reinvoice - NOK,3,11000126,N/A,Do Not Use,0,,,,
Ships to Reinvoice - SGD,3,11000127,N/A,Do Not Use,0,,,,
Ships to Reinvoice - UAH,3,11000128,N/A,Do Not Use,0,,,,
Ships to Re-Invoice LVL,3,11000129,N/A,Do Not Use,0,,,,
Ships to Re-Invoice GEL,3,11000130,N/A,Do Not Use,0,,,,
Ships to Re-Invoice EEK,3,11000131,N/A,Do Not Use,0,,,,
Ships to Re-Invoice RUR,3,11000132,N/A,Do Not Use,0,,,,
Ships to Re-Invoice INR,3,11000133,N/A,Do Not Use,0,,,,
Ships to Re-Invoice PHP,3,11000134,N/A,Do Not Use,0,,,,
Ships to Re-Invoice PLN,3,11000135,N/A,Do Not Use,0,,,,
Ships to Reinvoice - AUD,3,11000136,N/A,Do Not Use,0,,,,
Ships to Re-invoice - PGK,3,11000137,N/A,Do Not Use,0,,,,
Ships to Reinvoice - ROL,3,11000150,N/A,Do Not Use,0,,,,
SEP MANUALS TO REINVOICE - GBP,3,11000303,N/A,Do Not Use,0,,,,
Other Exps. To Reinvoice - USD,3,11002001,N/A,Do Not Use,0,,,,
Other Exps to Reinvoice - CHF,3,11002002,N/A,Do Not Use,0,,,,
Other Exps. To Reinvoice - GBP,3,11002003,N/A,Do Not Use,0,,,,
Other Exps. To Reinvoice - EUR,3,11002004,N/A,Do Not Use,0,,,,
Other Exps. to Reinvoice - CAD,3,11002005,N/A,Do Not Use,0,,,,
Other Exps to Reinvoice - AED,3,11002008,N/A,Do Not Use,0,,,,
Other Exps to Reinvoice - SGD,3,11002010,N/A,Do Not Use,0,,,,
Other Exps to Reinvoice - UAH,3,11002012,N/A,Do Not Use,0,,,,
Other Exps to Reinvoice - AUD,3,11002013,N/A,Do Not Use,0,,,,
Other Exps to Reinvoice - INR,3,11002033,N/A,Do Not Use,0,,,,
GROUP SERVICES PROJECTS TO RVE,4,11004001,N/A,Do Not Use,0,,,,
Group Services Projects to Rve,4,11004003,N/A,Do Not Use,0,,,,
Group Cos to Reinvoice - USD,3,11005001,N/A,Do Not Use,0,,,,
Group Cos to Reinvoice - CHF,3,11005002,N/A,Do Not Use,0,,,,
Group Cos to Reinvoice  - GBP,3,11005003,N/A,Do Not Use,0,,,,
Group Cos to Reinvoice - EUR,3,11005007,N/A,Do Not Use,0,,,,
Group Cos to Reinvoice - SGD,3,11005010,N/A,Do Not Use,0,,,,
Group Cos to Reinvoice - CAD,3,11005011,N/A,Do Not Use,0,,,,
Group Cos to Reinvoice - AUD,3,11005013,N/A,Do Not Use,0,,,,
Group Cos. To Reinvoice - NOK,3,11005025,N/A,Do Not Use,0,,,,
Group Cos to Reinvoice - INR,3,11005033,N/A,Do Not Use,0,,,,
Group Cos to Reinvoice - PHP,3,11005034,N/A,Do Not Use,0,,,,
Ships Invoiced - USD,3,11500101,N/A,Do Not Use,0,,,,
Ships Invoiced - CHF,3,11500102,N/A,Do Not Use,0,,,,
Ships Invoiced - GBP,3,11500103,N/A,Do Not Use,0,,,,
Ships Invoiced - CAD,3,11500111,N/A,Do Not Use,0,,,,
Ships Invoiced - Euro,3,11500124,N/A,Do Not Use,0,,,,
Ships Invoiced - NOK,3,11500125,N/A,Do Not Use,0,,,,
Ships Invoiced - SGD,3,11500126,N/A,Do Not Use,0,,,,
Others Invoiced - USD,3,11502001,N/A,Do Not Use,0,,,,
Others Invoiced - CHF,3,11502002,N/A,Do Not Use,0,,,,
Others Invoiced - GBP,3,11502003,N/A,Do Not Use,0,,,,
Others Invoiced - AED,3,11502008,N/A,Do Not Use,0,,,,
Others Invoiced - CAD,3,11502011,N/A,Do Not Use,0,,,,
Others Invoiced - SGD,3,11502012,N/A,Do Not Use,0,,,,
Others Invoiced - UAH,3,11502013,N/A,Do Not Use,0,,,,
Others Invoiced - BRL,3,11502014,N/A,Do Not Use,0,,,,
Others Invoiced - EUR,3,11502020,N/A,Do Not Use,0,,,,
Others Invoiced - NOK,3,11502025,N/A,Do Not Use,0,,,,
Others Invoiced - INR,3,11502033,N/A,Do Not Use,0,,,,
Other Debors - Equant,3,11503001,N/A,Do Not Use,0,,,,
GROUP SVS PROJ INVOICED - USD,3,11504001,N/A,Do Not Use,0,,,,
Other Debtors Cisco - GBP,3,11504003,N/A,Do Not Use,0,,,,
Group Cos Invoiced - USD,3,11505001,N/A,Do Not Use,0,,,,
Group Cos Invoiced  - CHF,3,11505002,N/A,Do Not Use,0,,,,
Group Cos Invoiced  - GBP,3,11505003,N/A,Do Not Use,0,,,,
GROUP COS. INVOICED - EUR,3,11505007,N/A,Do Not Use,0,,,,
Group Cos Invoiced  - SGD,3,11505010,N/A,Do Not Use,0,,,,
Group Cos Invoiced - CAD,3,11505011,N/A,Do Not Use,0,,,,
Group Cos Invoiced  - EURO,3,11505024,N/A,Do Not Use,0,,,,
SHORT TERM LOAN / ACO GVA-GBP,3,13051003,N/A,Do Not Use,0,,,,
Ships Accounts (Floats) USD,3,21500101,N/A,Do Not Use (review),0,,,,
SHIPS ACCOUNTS - CHF,3,21500102,N/A,Do Not Use (review),0,,,,
SHIPS ACCOUNTS - GBP,3,21500103,N/A,Do Not Use (review),0,,,,
SHIPS ACCOUNTS - Floats EUR,3,21500110,N/A,Do Not Use (review),0,,,,
Ships Accounts Floats-NOK,3,21500125,N/A,Do Not Use (review),0,,,,
SHIPS ACCOUNTS - INR,3,21500126,N/A,Do Not Use (review),0,,,,
Other Creditors - USD,3,21502001,N/A,Do Not Use (review),0,,,,
OTHER CREDITORS - CHF,3,21502002,N/A,Do Not Use (review),0,,,,
Other Creditors - GBP,3,21502003,N/A,Do Not Use (review),0,,,,
OTHER CREDITORS - FRF,3,21502006,N/A,Do Not Use (review),0,,,,
Other Creditors - CAD,3,21502014,N/A,Do Not Use (review),0,,,,
Other Creditors - EUR,3,21502015,N/A,Do Not Use (review),0,,,,
OTHER CREDITORS - AED,3,21502017,N/A,Do Not Use (review),0,,,,
Other Creditors - RUR,3,21502018,Balance Sheet,BS33200,Other Miscellaneous Creditors ,,,,
NIC Payable - UK,3,22050150,N/A,Do Not Use,0,,,,
PAYE Tax Payable - UK,3,22050170,N/A,Do Not Use,0,,,,
OPA'90 COSTS,3,22070010,N/A,Do Not Use,0,,,,
OPA'90 RECOVERIES,3,22070020,N/A,Do Not Use,0,,,,
OPA 90 CONTINGENCY & TRAINING,3,22070030,N/A,Do Not Use,0,,,,
INC - Chartering Commissions,4,30111000,N/A,Do Not Use,0,,,,
INC - Accounting Fees (Group),4,35000503,N/A,Do Not Use,0,,,,
INC - Survey/Consultancy - Gro,4,35111201,N/A,Do Not Use,0,,,,
INC - S/C SURVEY/CONSULT.,3,40111200,N/A,Do Not Use,0,,,,
OVH - S/C Crewing (Group) - GB,4,45000203,N/A,Do Not Use,0,,,,
OVH S/C Consultancy (Group),4,45111201,N/A,Do Not Use,0,,,,
OVH S/C Staff - Group (CHF),4,50000502,N/A,Do Not Use,0,,,,
OVH - S/C Staff Group (GBP),4,50000503,N/A,Do Not Use,0,,,,
INC - Assistance Fees,4,50041001,N/A,Do Not Use,0,,,,
BANK OF SCOTLAND-ABERDEEN GBP,3,101BSA03,Balance Sheet,BS28300,Do not Use,,,,
BANK OF SCOTLAND II - GBP,3,101BSC03,Balance Sheet,BS28300,Do not Use,,,,
T.DEPOSIT BK OF SCOTLAND - GBP,3,105BOS03,Balance Sheet,BS28300,Do not Use,,,,
ESTIMATED PROVISION FOR CHARGE,3,2220,N/A,Do Not Use,0,,,,
CASH IN TRANSIT,3,10199,Balance Sheet,BS28300,Other Bank Balances,,,,
Deferred Income,3,22130,N/A,Do Not Use,0,,,,
Deferred Income - Inter Group,3,22135,N/A,Do Not Use,0,,,,
COMPUTER AS 400 - COST,4,170020,N/A,Do Not Use,0,,,,
COMPUTER AS 400 - ACC. DEPR.,4,171020,N/A,Do Not Use,0,,,,
INC - Basic Managment Fees,4,300001,N/A,Do Not Use,0,,,,
INC - Crewing Fees,4,300002,N/A,Do Not Use,0,,,,
INC - Purchasing Fees,4,300004,N/A,Do Not Use,0,,,,
INC - OPA 90 Fees,4,301114,N/A,Do Not Use,0,,,,
INC - Purchasing Fees,4,305010,N/A,Do Not Use,0,,,,
INC - Purchasing Fees (Group),4,355010,N/A,Do Not Use,0,,,,
"INC - Risk, Safety, QA Support",4,355030,N/A,Do Not Use,0,,,,
INC - Other Income (Group),4,359000,N/A,Do Not Use,0,,,,
INC - Group Personnel,4,370001,N/A,Do Not Use,0,,,,
INC - Brokerage Fees,4,404030,Income Statement,IS132100,Brokerages / AgencyRevenue Income ,,,,
OVH - Group Personnel,4,470001,N/A,Do Not Use,0,,,,
OVH S/C Overseas Staff (Group),4,500005,N/A,Do Not Use,0,,,,
OVH - Directors Fees,4,500510,Income Statement,IS303100,Directors Fees Expense,,,,
OVH - Mobile Phone (Vessels),5,503011,Income Statement,IS341300,Mobile Phone (Vessels) Expense,,,,
INC - Miscellaneous Fees,4,506080,Income Statement,IS135000,Other Service Fee Income,,,,
INC - Overhds Rec'd - Mobile,4,507002,N/A,Do Not Use,0,,,,
INC - Overheads Rec's - Person,4,507500,N/A,Do Not Use,0,,,,
INC - Overheads Rec's - Office,4,507501,N/A,Do Not Use,0,,,,
INC - General Expenses Rec'd,4,507502,N/A,Do Not Use,0,,,,
INC - Recoveries - Prof. Fees,4,507506,N/A,Do Not Use,0,,,,
INC - Recoveries - Dep'n,4,507600,N/A,Do Not Use,0,,,,
OVH - Offshore Aberdeen,4,508020,Income Statement,IS345900,Offshore Expenses,,,,
OVH - LNG Costs,4,508030,Income Statement,IS346000,LNG Costs ,,,,
COS - P&O Project,4,508050,Income Statement,IS233000,P&O Project Expense,,,,
DFP - Corporate Dividend,4,508060,N/A,Do Not Use,0,,,,
DFP - Deprec - Computer AS 400,4,600020,N/A,Do Not Use,0,,,,
DFP - Capital Gain (On Sale of,4,700050,Income Statement,IS422300,Capital Gain ,,,,
DFP - Lease Purchase Interest,4,800030,N/A,Do Not Use,0,,,,
DFP - Capital Loss (On Sale of,4,800050,Income Statement,IS422400,Capital Loss ,,,,
DFP - Gain/Loss - Extraordinar,4,899010,Income Statement,IS422500,Gain/Loss - Extraordinary Expense ,,,,
Buildings Accum Impairment,,1111200,Balance Sheet,BS10810,Buildings Accumulated Impairment,,,,
Off & Bus Equipm Accum Impairment,,1111201,Balance Sheet,BS10820,Office and Business Equip Accumulated Impairment,,,,
Off Fittings Accum Impairment,,1111202,Balance Sheet,BS10830,Office Fittings Accumulated Impairment,,,,
Off Furniture Accum Impairment,,1111203,Balance Sheet,BS10840,Office Furniture Accumulated Impairment,,,,
Motor Veh Accum Impairment,,1111204,Balance Sheet,BS10850,Motor Vehicles Accumulated Impairment,,,,
IT Hardware Accum Impairment,,1111205,Balance Sheet,BS10860,IT Hardware Accumulated Impairment,,,,
Software Under Development,,1130145,Balance Sheet,BS11190,Software Under Development,,,,
Contract Rights Accum Impairment,,1130400,Balance Sheet,BS11810,Contract Rights Accumulated Impairment,,,,
Customer Relationships Accum Impairment,,1130401,Balance Sheet,BS11820,Customer Relationship Accumulated Impairment,,,,
Brands Accum Impairment,,1130402,Balance Sheet,BS11830,Brands Accumulated Impairment,,,,
Licenses Accum Impairment,,1130403,Balance Sheet,BS11840,Licenses Accumulated Impairment,,,,
Intellectual Property Rights Accum Impairment,,1130404,Balance Sheet,BS11850,Intellectual Property Rights Accumulated Impairment,,,,
IT Software Accum Impairment,,1130405,Balance Sheet,BS11860,IT Software Accumulated Impairment,,,,
Other Intan Asset Accum Impairment,,1130406,Balance Sheet,BS11870,Other Intangible Asset Accumulated Impairment,,,,
Citibank HRK,,1211295,Balance Sheet,BS28200,CITI Bank Balances,,,,
HSBC Manila Client A/C USD,,1213253,Balance Sheet,BS27100,Client Accounts,,,,
HSBC Manila Client A/C PHP,,1213254,Balance Sheet,BS27100,Client Accounts,,,,
Transit Account - PHP,,1214303,Balance Sheet,BS28300,Other Bank Balances,,,,
Accrued Termination Fees,,1240001,Balance Sheet,BS25400,Accrued Termination Fees,,,,
Interest Receivable (EUR),,1243404,Balance Sheet,BS22400,Interest Receivable External ,,,,
Client A/C Insurance Rec USD,,1243854,Balance Sheet,BS22700,Client Account - Insurance Receivable,,,,
Client A/C Insurance Rec SGD,,1243855,Balance Sheet,BS22700,Client Account - Insurance Receivable,,,,
GST Control A/c - INR,,1244025,Balance Sheet,BS22500,VAT Receivable,,,,
VAT Control Account GBP,,1244026,Balance Sheet,BS22500,VAT Receivable,,,,
VAT Input - GBP,,1244126,Balance Sheet,BS22500,VAT Receivable,,,,
VAT Output - GBP,,1244226,Balance Sheet,BS32900,VAT Payable ,,,,
Client Advanced Funding - GBP,,3065046,Balance Sheet,BS33200,Other Miscellaneous Creditors ,,,,
Client Liability Insurance USD,,3065047,Balance Sheet,BS36600,Client Liability Insurance,,,,
Client Liability Insurance SGD,,3065048,Balance Sheet,BS36600,Client Liability Insurance,,,,
Contingent Consideration FVTPL (Liability) EUR,,3122907,Balance Sheet,BS41800,Contingent Consideration FVTPL (Liability),,,,
Ships Accounts (Floats) - INR,,3123705,Balance Sheet,BS33210,Vessel Floats,,,,
Deferred Finance Cost Current,,3123902,Balance Sheet,BS30115,Deferred Finance Costs Current Liabilities,,,,
Borrowings non-current TLC1,,3201010,Balance Sheet,BS40111,Borrowings Secured Non-Current - TLC1,,,,
Borrowings non-current TLC2,,3201018,Balance Sheet,BS40112,Borrowings Secured Non-Current - TLC2,,,,
Acquisition Credit Facility,,3202005,Balance Sheet,BS41301,Acquisition Credit Facility,,,,
L-T Finance Lease Buildings AED,,3209008,Balance Sheet,BS41662,Long term finance lease building,,,,
CoS – Barge Fund rebate,,4000416,Income Statement,IS251200,Brokerages - Marcas costs ,,,,
Intercompany IT Support Fees,,4100102,Income Statement,IS361100,IC Staff Direct Costs - Charge ,,,,
INC - Shared Services CNY,,4900321,Income Statement,IS365400,IC Shared Services - Recoveries,,,,
OVH - Shared Services CNY,,4900373,Income Statement,IS361400,IC Shared Services - Charge,,,,
Salaries Capitalised (Contra to BS),,5010401,Income Statement,IS302610,Salaries Capitalised (Contra to BS),,,,
OVH - IT Consultancy Costs,,5810110,Income Statement,IS352250,IT Consultancy Costs,,,,
Intercompany Loan Write Off,,5920120,Intercompany IS,IS650520,Intercompany Loan Write Off Expense,,,,
Intercompany Loan Write off Gain,,5920130,Intercompany IS,IS650510,Intercompany Loan Write Off Income,,,,
Intercompany Loan Write Off Income,,5920160,Intercompany IS,IS650510,Intercompany Loan Write Off Income,,,,
Intercompany Loan Write Off Expense,,5920170,Intercompany IS,IS650520,Intercompany Loan Write Off Expense,,,,
Gain on Debt Extinguishment                          ,,5920180,Income Statement,IS650100,Gain on Debt Extinguishment,,,,
Loss on Debt Extinguishment,,5920181,Income Statement,IS650200,Loss on Debt Extinguishment ,,,,
Debt Extinguishment Fees,,5920182,Income Statement,IS650300,Debt Extinguishment Fees,,,,
Intangible Assets Disposals - Interco,,5930215,Income Statement,IS421400,Intangible Assets Disposals - Interco,,,,
Loss/Profit Disposal FA _ Interco,,5930500,Income Statement,IS421500,Profit/(Loss) Disposal of Fixed Assets - Interco,,,,
Fair Value Contingent Consideration,,5952900,Income Statement,IS640100,Fair Value Contingent Consideration,,,,
Fair Value Investments,,5952901,Income Statement,IS640200,Fair Value Investments,,,,
Fair Value Debt Instruments                     ,,5952902,Income Statement,IS640300,Fair Value Debt Instruments,,,,
Tax Exceptional,,5971020,Income Statement,IS840000,Tax Exceptional,,,,
I/Co NFI OS INC Covid,,7260145,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co OS FI INC Covid IntCo Revenue,,7265145,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co Leisure INC Covid,,7280145,Income Statement,IS190000,Inter Company Revenue,,,,
I/Co BFI COS Covid,,7330145,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co NFI INC Covid,,7335145,Income Statement,IS190000,Inter Company Revenue,,,,
I/CO OS NFI COS Covid,,7360145,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co OS FI COS IntCo Costs,,7365145,Income Statement,IS260100,Inter Company Purchases Costs,,,,
I/Co Leisure COS Covid,,7380145,Income Statement,IS260100,Inter Company Purchases Costs,,,,
NFI COS Covid,,7440145,Income Statement,IS201070,Crew Cost Recharges Costs,,,,
Other Costs – Direct Employment,,7440205,Income Statement,IS201055,Other Costs – Direct Employment,,,,
